County/State Name,Population,Median_Household_Income,People_Below_Poverty,Employed_Population,Unemployed_Population,Bachelors_Degree,Median_Home_Value,state,county,Poverty_Rate,Employment_Rate,Unemployment_Rate,Education_Rate
"Wilcox County, Georgia",8784,48036,1620,2997,190,460,71200,13,315,18.442622950819672,94.03828051459053,5.961719485409476,5.2367941712204
"Wilkes County, Georgia",9553,52542,1603,3926,96,841,105000,13,317,16.78006908824453,97.61312779711587,2.3868722028841374,8.803517219721552
"Wilkinson County, Georgia",8795,46673,1761,3711,198,483,90800,13,319,20.022740193291643,94.93476592478895,5.065234075211052,5.491756679931779
"Worth County, Georgia",20575,57201,4096,9113,584,1139,112400,13,321,19.907654921020658,93.97751882025369,6.022481179746313,5.535844471445929
"Hawaii County, Hawaii",203684,77215,29257,94540,5842,28088,486400,15,001,14.363916655211012,94.18023151561037,5.819768484389631,13.789988413424718
"Honolulu County, Hawaii",1003666,104264,88808,485957,23328,167802,873000,15,003,8.848361905255334,95.4194606163543,4.580539383645699,16.718908481506798
"Kalawao County, Hawaii",43,86250,13,30,0,7,-666666666,15,005,30.23255813953488,100.0,0.0,16.27906976744186
"Kauai County, Hawaii",73610,93612,6414,37255,1448,11014,817900,15,007,8.713490014943622,96.25868795700592,3.7413120429940836,14.962640945523706
"Maui County, Hawaii",164632,95076,15969,85690,4760,23730,858600,15,009,9.699815345740802,94.73742399115534,5.262576008844666,14.413965693182371
"Ada County, Idaho",508052,88907,42195,269755,8378,99716,476000,16,001,8.30525221827687,96.98777203711893,3.0122279628810675,19.627124782502577
"Adams County, Idaho",4599,59286,686,1885,125,484,327300,16,003,14.916286149162861,93.78109452736318,6.218905472636816,10.524026962383125
"Bannock County, Idaho",88457,64080,10398,42517,1965,11078,267200,16,005,11.75486394519371,95.58248280203229,4.417517197967717,12.52359903682015
"Bear Lake County, Idaho",6552,67304,660,2863,75,597,234200,16,007,10.073260073260073,97.44724302246426,2.5527569775357386,9.111721611721611
"Benewah County, Idaho",9913,56553,1466,4227,166,924,255800,16,009,14.788661353777869,96.2212610972001,3.7787389027999088,9.321093513568043
"Bingham County, Idaho",48993,76842,5300,23461,1361,4483,258000,16,011,10.817871940889514,94.51696076061559,5.483039239384417,9.15028677566183
"Blaine County, Idaho",24579,84470,1821,13867,360,5927,663800,16,013,7.408763578664714,97.46960005623112,2.53039994376889,24.114081126164614
"Boise County, Idaho",8045,77349,658,3644,108,1296,424100,16,015,8.178993163455562,97.12153518123668,2.878464818763326,16.109384711000622
"Bonner County, Idaho",49456,65168,5231,21130,826,7017,433400,16,017,10.577078615334843,96.23793040626708,3.7620695937329205,14.188369459721773
"Bonneville County, Idaho",127056,76646,11922,60476,2324,17310,327000,16,019,9.383264072534946,96.29936305732484,3.700636942675159,13.623913864752549
"Boundary County, Idaho",12695,62438,2154,4996,167,1038,344100,16,021,16.967309964552975,96.76544644586481,3.234553554135193,8.17644742024419
"Butte County, Idaho",2654,43281,561,1072,47,178,195800,16,023,21.137905048982667,95.79982126899017,4.20017873100983,6.706857573474001
"Camas County, Idaho",1155,55536,77,450,0,136,248900,16,025,6.666666666666667,100.0,0.0,11.774891774891776
"Canyon County, Idaho",242405,72355,24145,118337,3980,24882,350300,16,027,9.960603122872879,96.74615956898877,3.2538404310112248,10.264639755780616
"Caribou County, Idaho",7118,66653,513,3439,99,446,220200,16,029,7.20708064062939,97.20180893159977,2.798191068400226,6.265805001404889
"Cassia County, Idaho",25165,67042,2546,12139,306,2086,257300,16,031,10.117226306377907,97.54118119726797,2.458818802732021,8.289290681502086
"Clark County, Idaho",776,52083,98,369,7,65,203000,16,033,12.628865979381443,98.13829787234043,1.8617021276595744,8.376288659793813
"Clearwater County, Idaho",8921,57961,1019,3527,122,940,240800,16,035,11.422486268355565,96.65661825157578,3.3433817484242256,10.536935321152336
"Custer County, Idaho",4411,56957,503,1909,41,787,295600,16,037,11.403309907050556,97.8974358974359,2.1025641025641026,17.841759238267965
"Elmore County, Idaho",29046,58976,3435,10880,720,2919,278300,16,039,11.826068994009502,93.79310344827586,6.206896551724138,10.049576533774013
"Franklin County, Idaho",14715,65991,1218,6702,120,1342,304000,16,041,8.277268093781855,98.2409850483729,1.759014951627089,9.119945633707102
"Fremont County, Idaho",13701,72767,1282,6251,289,1569,281800,16,043,9.35698124224509,95.58103975535168,4.418960244648318,11.451718852638495
"Gem County, Idaho",19854,66245,2013,9145,259,2417,367300,16,045,10.139014808099125,97.24585282858358,2.7541471714164185,12.173869245492092
"Gooding County, Idaho",15740,62395,2391,7573,382,1119,231800,16,047,15.190597204574333,95.19798868636077,4.802011313639221,7.109275730622618
"Idaho County, Idaho",17120,60975,1791,7043,261,2064,284600,16,049,10.461448598130842,96.42661555312158,3.5733844468784226,12.05607476635514
"Jefferson County, Idaho",32234,82952,2967,15182,376,3624,335000,16,051,9.204566606688589,97.58323691991258,2.416763080087415,11.242787119190917
"Jerome County, Idaho",24788,69338,3421,11911,447,1377,254000,16,053,13.801032757786025,96.38290985596375,3.6170901440362515,5.5551073099887045
"Kootenai County, Idaho",177736,77034,16237,85768,2804,23688,467400,16,055,9.135459332943242,96.83421397281307,3.165786027186921,13.327631993518477
"Latah County, Idaho",40315,65179,5439,21073,1293,6424,342500,16,057,13.491256356194963,94.2189036931056,5.781096306894393,15.93451568894952
"Lemhi County, Idaho",8166,52057,947,3608,121,857,282100,16,059,11.59686505020818,96.7551622418879,3.2448377581120944,10.494734264021552
"Lewis County, Idaho",3649,49643,629,1383,48,386,202400,16,061,17.23759934228556,96.64570230607966,3.3542976939203357,10.578240613866813
"Lincoln County, Idaho",5276,66038,487,2722,155,244,206700,16,063,9.230477634571645,94.612443517553,5.3875564824469935,4.624715693707354
"Madison County, Idaho",53578,58259,11836,30113,2642,5121,365000,16,065,22.09115681809698,91.93405586933294,8.065944130667074,9.558027548620702
"Minidoka County, Idaho",21922,70060,3250,10339,314,1326,235300,16,067,14.825289663351885,97.05247348164836,2.947526518351638,6.048718182647569
"Nez Perce County, Idaho",42477,71466,5382,20541,596,5372,291300,16,069,12.670386326717988,97.18029994795856,2.819700052041444,12.646844174494431
"Oneida County, Idaho",4681,72563,549,2294,35,539,228100,16,071,11.728263191625722,98.49720910261915,1.5027908973808501,11.51463362529374
"Owyhee County, Idaho",12284,59773,1620,5338,114,766,281600,16,073,13.187886681862585,97.9090242112986,2.090975788701394,6.235753826115272
"Payette County, Idaho",26190,65723,2332,11537,384,2414,310700,16,075,8.904161893852615,96.77879372535861,3.2212062746413888,9.217258495609011
"Power County, Idaho",8018,59760,646,3928,231,604,191200,16,077,8.056872037914692,94.44578023563356,5.554219764366435,7.533050636068846
"Shoshone County, Idaho",13580,49975,2015,5995,305,728,222700,16,079,14.8379970544919,95.15873015873015,4.841269841269842,5.360824742268041
"Teton County, Idaho",12101,90740,1136,7091,105,2900,595900,16,081,9.38765391289976,98.54085603112841,1.4591439688715953,23.964961573423686
"Twin Falls County, Idaho",92121,65338,9742,44712,1424,8289,292700,16,083,10.575221719260536,96.91347320964107,3.086526790358939,8.997948350538964
"Valley County, Idaho",12136,76125,1702,5270,154,2397,599500,16,085,14.02439024390244,97.16076696165192,2.8392330383480826,19.75115359261701
"Washington County, Idaho",10866,53608,1640,4127,193,962,250300,16,087,15.092950487759985,95.5324074074074,4.467592592592593,8.853303883673846
"Adams County, Illinois",65166,64962,7788,34047,1212,8163,155900,17,001,11.95101740171255,96.56257976686803,3.4374202331319665,12.52647085903692
"Alexander County, Illinois",5042,43523,1034,1937,183,259,58700,17,003,20.50773502578342,91.3679245283019,8.632075471698112,5.136850456168187
"Bond County, Illinois",16627,61603,1846,7596,330,1400,133100,17,005,11.102423768569194,95.83648750946253,4.163512490537472,8.420039694472846
"Boone County, Illinois",53316,81638,5538,27802,2170,5104,198600,17,007,10.387125815890165,92.75990924863206,7.240090751367943,9.573111261159877
"Brown County, Illinois",6320,72288,399,2288,50,552,142200,17,009,6.313291139240507,97.86142001710864,2.1385799828913603,8.734177215189872
"Bureau County, Illinois",33027,65894,4094,16831,836,3375,121900,17,011,12.395918490931662,95.26801381106017,4.731986188939832,10.218911799436825
"Calhoun County, Illinois",4406,92095,251,1928,72,415,174000,17,013,5.696777122106219,96.39999999999999,3.5999999999999996,9.418974126191557
"Carroll County, Illinois",15621,60871,1950,6984,300,1536,113500,17,015,12.483195698098713,95.88138385502472,4.118616144975288,9.832917226810062
"Cass County, Illinois",12826,64907,1387,5963,295,1306,95500,17,017,10.813971620146576,95.2860338766379,4.713966123362097,10.182441914860439
"Champaign County, Illinois",206098,63091,34513,104531,4703,25336,205100,17,019,16.745916990946057,95.69456396360107,4.305436036398923,12.293180913934147
"Christian County, Illinois",33684,59253,3562,15545,731,2799,112100,17,021,10.574753592209952,95.50872450233473,4.491275497665273,8.309583184894906
"Clark County, Illinois",15328,70625,1425,7280,290,1546,123100,17,023,9.296711899791232,96.16908850726553,3.830911492734478,10.086116910229645
"Clay County, Illinois",13173,57266,2160,5975,352,924,94300,17,025,16.397176041903894,94.43654180496286,5.563458195037143,7.014347529036666
"Clinton County, Illinois",36899,82314,2613,18693,614,4486,180500,17,027,7.081492723380037,96.81980628787487,3.180193712125136,12.15751104365972
"Coles County, Illinois",46689,56040,7950,24388,1655,5034,121900,17,029,17.02756537942556,93.64512536958107,6.354874630418922,10.781982908179657
"Cook County, Illinois",5185812,81797,680528,2781922,191304,884983,305200,17,031,13.122882202440042,93.56577670180471,6.434223298195294,17.065466314629223
"Crawford County, Illinois",18588,67614,1963,8423,337,1939,113700,17,033,10.560576716160964,96.15296803652969,3.8470319634703194,10.431461157736175
"Cumberland County, Illinois",10378,69826,1013,5525,131,922,117700,17,035,9.76103295432646,97.68387553041018,2.3161244695898158,8.8841780689921
"DeKalb County, Illinois",100512,69022,15291,55987,3977,12069,231900,17,037,15.213108882521489,93.36768727903409,6.632312720965913,12.007521489971348
"De Witt County, Illinois",15461,64802,1535,7796,377,1607,124200,17,039,9.928206454951168,95.38725070353603,4.612749296463966,10.393894314727378
"Douglas County, Illinois",19686,74186,1718,9995,311,1847,142600,17,041,8.72701412171086,96.98234038424219,3.017659615757811,9.382302143655389
"DuPage County, Illinois",927263,110502,58877,509456,24539,195975,374100,17,043,6.3495470001499035,95.4046386202118,4.5953613797882005,21.134780531521262
"Edgar County, Illinois",16637,56909,1927,7796,346,1850,95700,17,045,11.582617058363889,95.75042986981086,4.249570130189142,11.119793231952876
"Edwards County, Illinois",6118,59386,1030,2889,175,385,97500,17,047,16.835567178816607,94.28851174934726,5.711488250652741,6.292906178489703
"Effingham County, Illinois",34505,75380,3622,17499,388,4232,179800,17,049,10.497029416026663,97.83082685749427,2.1691731425057306,12.264889146500508
"Fayette County, Illinois",21380,57113,3324,9323,314,1758,114700,17,051,15.547240411599624,96.74172460309225,3.2582753969077514,8.22263797942002
"Ford County, Illinois",13396,60782,1628,6526,354,1158,118100,17,053,12.15288145715139,94.85465116279069,5.145348837209302,8.644371454165423
"Franklin County, Illinois",37541,53471,6227,17028,1102,3117,87700,17,055,16.58719799685677,93.92167677881964,6.078323221180364,8.302922138461948
"Fulton County, Illinois",33259,58617,3942,15343,1019,2928,102500,17,057,11.852430920953728,93.7721549932771,6.2278450067228945,8.803632099582067
"Gallatin County, Illinois",4857,54626,750,2309,169,345,84700,17,059,15.441630636195184,93.17998385794995,6.820016142050041,7.103150092649783
"Greene County, Illinois",11837,60976,1642,5617,234,945,94400,17,061,13.871758046802398,96.00068364382157,3.999316356178431,7.983441750443525
"Grundy County, Illinois",52920,93060,3307,28269,1272,5742,259200,17,063,6.249055177626606,95.69412003655935,4.305879963440642,10.850340136054422
"Hamilton County, Illinois",7972,61520,989,3625,195,645,108800,17,065,12.405920722528851,94.89528795811518,5.104712041884817,8.090817862518817
"Hancock County, Illinois",17434,65044,2182,8470,376,2155,108400,17,067,12.515773775381438,95.74949129550079,4.250508704499208,12.360903980727315
"Hardin County, Illinois",3623,57155,373,1266,42,207,91700,17,069,10.295335357438587,96.78899082568807,3.211009174311927,5.713497101849296
"Henderson County, Illinois",6284,65651,714,2997,258,678,101600,17,071,11.362189688096754,92.07373271889401,7.92626728110599,10.789306174411204
"Henry County, Illinois",48948,69912,3877,24604,980,5790,145300,17,073,7.920650486230285,96.16948092557848,3.8305190744215136,11.828879627359647
"Iroquois County, Illinois",26746,62439,3495,12812,614,2241,125400,17,075,13.067374560681971,95.42678385222703,4.573216147772978,8.378823001570328
"Jackson County, Illinois",52706,45572,10753,24836,1791,5798,125000,17,077,20.401851781580845,93.27374469523416,6.726255304765839,11.000645087845786
"Jasper County, Illinois",9233,71094,795,4862,180,910,122900,17,079,8.610419148705729,96.42998809996033,3.5700119000396673,9.855951478392722
"Jefferson County, Illinois",36808,61102,4975,17232,1129,2996,118400,17,081,13.516083460117365,93.85109743478024,6.148902565219759,8.13953488372093
"Jersey County, Illinois",21336,79104,2028,10467,461,2023,168800,17,083,9.50506186726659,95.78147877013177,4.218521229868228,9.481627296587925
"Jo Daviess County, Illinois",21918,74954,1746,11320,334,3167,193900,17,085,7.966055297016152,97.1340312339111,2.8659687660888964,14.44931106852815
"Johnson County, Illinois",13350,65203,1903,4694,115,1187,148200,17,087,14.254681647940076,97.60865044707839,2.3913495529216053,8.891385767790263
"Kane County, Illinois",516097,100678,42101,282224,14051,82943,303000,17,089,8.157575029500268,95.25744662897647,4.742553371023543,16.071203669077715
"Kankakee County, Illinois",106833,68325,12883,52636,2667,8936,185700,17,091,12.059007984424289,95.17747680957633,4.822523190423666,8.364456675371843
"Kendall County, Illinois",135053,110474,6533,74544,2717,20327,298900,17,093,4.837360147497649,96.48334864938326,3.516651350616741,15.051128075644376
"Knox County, Illinois",49294,53291,7220,21723,983,4527,104900,17,095,14.646812999553699,95.67074781995947,4.329252180040518,9.183673469387756
"Lake County, Illinois",711885,108917,55934,376434,19095,129372,326600,17,097,7.857167941451218,95.17228825193601,4.827711748063985,18.17315999072884
"LaSalle County, Illinois",109049,72281,14227,55327,3145,9877,154900,17,099,13.046428669680601,94.62135723081133,5.378642769188671,9.057396216379793
"Lawrence County, Illinois",15137,53438,1974,6491,514,972,95500,17,101,13.040893175662285,92.66238401142041,7.337615988579587,6.421351654885381
"Lee County, Illinois",34058,68459,3676,15829,576,3089,155100,17,103,10.79335251629573,96.48887534288326,3.5111246571167327,9.069822068236538
"Livingston County, Illinois",35659,70796,3380,17227,623,3168,131500,17,105,9.47867298578199,96.50980392156863,3.4901960784313726,8.884152668330577
"Logan County, Illinois",27870,64188,3346,12933,571,2638,125900,17,107,12.005740940078939,95.77162322274881,4.228376777251184,9.465374955148906
"McDonough County, Illinois",27102,50434,4885,14200,1222,2789,103500,17,109,18.024500036897646,92.0762547010764,7.923745298923615,10.290753449929895
"McHenry County, Illinois",311366,102836,18764,174038,8137,49937,286900,17,111,6.026348413121536,95.53341567174421,4.466584328255798,16.03803883532563
